CPB;TITULO_ORIGINAL;DIRETOR;PAIS_DIRETOR
B0300044000000;JULGAMENTO DE ÁTILA, O;PAULO NASCIMENTO;Não Informado
B0300044100000;SOBRE AQUELE QUE NADA FAZIA E UM DIA FEZ;RAFAEL FIGUEIREDO;Não Informado
B0300044200000;PESSOAS INCERTAS;DRÉGUS DE OLIVEIRA E CARLOS FERREIRA;Não Informado
B0300044300000;PONTO DE VISTA;BETÂNIA FURTADO;Não Informado
B0300044400000;CONTROL Z;ANTÔNIO SACOMORY;Não Informado
B0300044500000;FRANCISCA, A RAINHA DOS PAMPAS;HIQUE MONTANARI;Não Informado
B0300044600000;EXTASE EM MOVIMENTO ANTONIETTA RUDGE, O;NORMA BENGELL TINTI;BRASIL
B0300044700000;RUA DESCALÇA;J.B. TANKO;Não Informado
B0300044800000;RAPTORES, OS;AURÉLIO TEIXEIRA;BRASIL
B0300044900000;TRÊS CANGACEIROS, OS;VICTOR LIMA;Não Informado
B0300045000000;ORIGEM DOS BEBÊS SEGUNDO KIKI CAVALCANTI, A;ANA LUIZA MACHADO DA SILVA MUYLAERT;BRASIL
B0300045200000;ANA, A LIBERTINA;ALBERTO SALVA CONTEL;BRASIL
B0300045300000;CONFISSÕES DO FREI ABÓBORA, AS;BRAZ GUIMARAES CHEDIAK;BRASIL
B0300045400000;SÓCIO DE ALCOVA;GEORGE M. CAHAN;Não Informado
B0300045500000;CUIDADO, ESPIÃO BRASILEIRO EM AÇÃO;VITOR LIMA;Não Informado
B0300045600000;GAROTA ENXUTA;J.B. TANKO;Não Informado
B0300045700000;DE PERNAS PRO AR;VICTOR LIMA;Não Informado
B0300045800000;COMO GANHAR NA LOTERIA SEM PERDER A ESPORTIVA;J.B. TANKO;Não Informado
B0300045900000;33;JOSE HENRIQUE GOIFMAN;BRASIL
B0300046000000;ABRACADABRA (PÉ DE CABRA);MOACYR DE GOES FILHO;BRASIL
B0300046100000;MENTIROSO, O;WERNER EDUARDO SCHUNEMANN;BRASIL
B0300046200000;RIO DE JANO;ANNA MARIA DE AZEVEDO;BRASIL
B0300046200000;RIO DE JANO;JOSE EDUARDO DE SOUZA LIMA;BRASIL
B0300046200000;RIO DE JANO;RENATA BALDI;BRASIL
B0300046300000;O MUNDO A SUA VOLTA;LÚCIA MARIA ARAÚJO;Não Informado
B0300046400000;RUA DA ESCADINHA 162;MARCIO ELISIO CARNEIRO CAMARA;BRASIL
B0300046600000;GARRINCHA, ESTRELA SOLITÁRIA;MILTON ALENCAR JUNIOR;BRASIL
B0300046700000;CIPRIANO;DOUGLAS DENIS AMARAL MACHADO;BRASIL
B0300046800000;E NO MEIO PASSA UM TREM;FERNANDO FERREIRA MEIRELLES;BRASIL
B0300046800000;E NO MEIO PASSA UM TREM;LUIZ FERNANDO DE OLIVAL COSTA;BRASIL
B0300047000000;MEMÓRIAS PÓSTUMAS;ANDRE KLOTZEL;BRASIL
B0300047100000;ANJOS DA NOITE;WILSON BARROS;Não Informado
B0300047300000;JAQUEIRÃO DO ZECA, O;DENISE MORAES E RICARDO BRAVO;Não Informado
B0300047400000;SAMBA;THEREZA JESSOUROUN;BRASIL
B0300047700000;SÃO JERÔNIMO;JULIO EDUARDO BRESSANE DE AZEVEDO;BRASIL
B0300048000000;MUCKER, OS;JORGE ROBERTO BODANZKY;Não Informado
B0300048100000;RIO FILM COMMISSION;MARCO ALTBERG;Não Informado
B0300048200000;CARNAVAL D´ETE SAINT-ETIENNE;JOSÉ FRASÃO;Não Informado
B0300048300000;GLAUBER O FILME, LABIRINTO DO BRASIL;SILVIO TENDLER;BRASIL
B0300048400000;METAMORFOSE;ANA CRISTINA COSTA E SILVA;Não Informado
B0300048500000;AZUELADOAZULAY;LUIS VIDAL E MARCIO MOTOKANE;Não Informado
B0300048800000;SEGREDO DA MÚMIA, O;IVAN ESPIRITO SANTO CARDOSO FILHO;BRASIL
B0300048900000;ESCORPIÃO ESCARLATE, O;IVAN ESPIRITO SANTO CARDOSO FILHO;BRASIL
B0300049000000;PISTOLEIRO BOSSA NOVA;VICTOR LIMA;Não Informado
B0300049900000;SEM VOCÊ;LUIS FERNANDO PETZHOLD;Não Informado
B0300050000000;UM SHOW DE VERÃO;MOACYR DE GOES FILHO;BRASIL
B0400050100000;SEXO, AMOR E TRAIÇÃO;JORGE FERNANDO DE MEDEIROS REBELLO;BRASIL
B0400050200000;O PRISIONEIRO DA GRADE DE FERRO (AUTO RETRATOS);PAULO EDUARDO MOTTA FERNANDES SACRAMENTO;BRASIL
B0400050300000;QUANDO AS MULHERES PAQUERAM;VICTOR DI MELLO;BRASIL
B0400050400000;DO TEMPO QUE EU COMIA PIPOCA;CATHERINE AGNIEZ E HELOISA PASSOS;Não Informado
B0400050600000;ADÁGIO AO SOL;FRANCISCO XAVIER DE OLIVEIRA FILHO;BRASIL
B0400051000000;FELICIDADE É... SONHO;JOSE PEDRO GENOVESE GOULART;BRASIL
B0400051100000;PULSO, O;JOSE PEDRO GENOVESE GOULART;BRASIL
B0400051200000;ANJOS DO ARRABALDE (AS PROFESSORAS);CARLOS OSCAR REICHENBACH FILHO;BRASIL
B0400051400000;CLANDESTINA FELICIDADE;JOAO ROBERTO DE ASSIS ALVES;BRASIL
B0400051400000;CLANDESTINA FELICIDADE;MARCELO FERREIRA DE OLIVEIRA GOMES;BRASIL
B0400051500000;URBANIA (O RETORNO);FLAVIO COUTINHO DE SENNA FREDERICO;BRASIL
B0400051700000;AMIGO INVISÍVEL, O;MARIA LETICIA GONCALVES DE OLIVEIRA;BRASIL
B0400051900000;MAIS QUE A TERRA;ELIZEU ANTONIO EWALD REZENDE;BRASIL
B0400052300000;NINA;HEITOR DHALIA;BRASIL
B0400052400000;AS MENINAS;EMILIANO RIBEIRO DE ALMEIDA NETO;BRASIL
B0400052500000;BOCAGE O TRIUNFO DO AMOR;DJALMA LIMONGI BATISTA;BRASIL
B0400053100000;SEXUALIDADE, PRAZER EM CONHECER;LÚCIA ARAÚJO;Não Informado
B0400053200000;FALA TU;GUILHERME FERNANDES CEZAR COELHO;BRASIL
B0400053500000;CARTOMANTE,A;PABLO URANGA;ARGENTINA
B0400053500000;CARTOMANTE,A;WAGNER LUIZ DE ASSIS COELHO;BRASIL
B0400053600000;GLOBO ECOLOGIA 2000;CLÁUDIO CARVALHO SAVAGET;Não Informado
B0400053699999;GLOBO ECOLOGIA 2000;LUCIA ARAUJO;Não Informado
B0400053800000;BENJAMIM;MONIQUE PEDREIRA GARDENBERG;BRASIL
B0400054400000;OUTRO LADO DA RUA, O;MARCOS BERNSTEIN SEIXAS;BRASIL
B0400054500000;ESTIGMA;ALEXANDRE FRANCO DACOSTA;BRASIL
B0400054600000;TEMPO DE IRA;GISELLA MARIA SOARES BEZERRA DE MELLO;BRASIL
B0400054700000;BOA NOTÍCIA;LUIS CARLOS POZO;Não Informado
B0400054800000;GLOBO ECOLOGIA 2004;LUCIA ARAUJO;Não Informado
B0400055000000;A MARGEM DA IMAGEM;EVALDO SERGIO VINAGRE MOCARZEL;BRASIL
B0400055200000;ESTAÇÃO AURORA;MARIA CRISTINA NOGUEIRA DA SILVA LEAL;BRASIL
B0400055300000;ATÉ QUE A VIDA NOS SEPARE;JOSÉ ZARAGOZA;Não Informado
B0400055700000;1,99 UM SUPERMERCADO QUE VENDE PALAVRAS;MARCELO SA MOREIRA MASAGAO;BRASIL
B0400056100000;TEM COCA-COLA NO VATAPÁ;PEDRO FARKAS;BRASIL
B0400056100000;TEM COCA-COLA NO VATAPÁ;ROGERIO CORREA DA SILVA;BRASIL
B0400056500000;VAI TRABALHAR VAGABUNDO II A VOLTA;HUGO CARVANA DE HOLLANDA;BRASIL
B0400056600000;DE BRASIL 500 ( 50 DE TRIO ) TRIO CHAME GENTE/MORAES MOREIRA;MARIA IZABEL KERTI;BRASIL
B0400056900000;ROMARIA DE TRINDADE, A;ANA CRISTINA COSTA E SILVA;Não Informado
B0400057000000;A CAÇADA DA RAINHA;ANA CRISTINA COSTA E SILVA;Não Informado
B0400057300000;ESTRADA;JORGE ALBERTO FURTADO;BRASIL
B0400058000000;PÉ NA TÁBUA;VICTOR LIMA;Não Informado
B0400058200000;É DE CHUÁ;VICTOR LIMA;Não Informado
B0400058300000;VAI QUE É MOLE;JOSIP B. TANKO;Não Informado
B0400058400000;SHERLOCK DE ARAQUE;VICTOR LIMA;Não Informado
B0400058500000;MEU PÉ DE LARANJA LIMA, O;AURELIO TEIXIEIRA;Não Informado
B0400058700000;ENTREI DE GAIATO;J.B. TANKO;Não Informado
B0400058800000;DONO DA BOLA, O;J.B. TANKO;Não Informado
B0400059000000;CASSY JONES, O MAGNIFICO SEDUTOR;LUIS SERGIO PERSON;Não Informado
B0400059100000;SÃO PAULO S/A;LUIS SERGIO PERSON;Não Informado
B0400059200000;PANCA DE VALENTE;LUIS SERGIO PERSON;Não Informado
B0400059300000;A SELVA;LEONEL EDUARDO BARRIL VIEIRA;PORTUGAL
B0400059400000;POETA, O;PAULO ROBERTO MUNHOZ;BRASIL
B0400059500000;BAILE PERFUMADO;LIRIO DA SILVA FERREIRA NETO;BRASIL
B0400059500000;BAILE PERFUMADO;PAULO MAURICIO GERMANY CALDAS;BRASIL
B0400059700000;OLHO GRANDE;TOTH BRONDI REZENDE;BRASIL
B0400059900000;BERRECO;TOTH BRONDI REZENDE;BRASIL
B0400060000000;ÁGUA DA MINHA SEDE;TOTH BRONDI REZENDE;BRASIL
B0400060100000;SAPATILHA 37;TOTH BRONDI REZENDE;BRASIL
B0400060200000;GOSTOSA;TOTH BRONDI REZENDE;BRASIL
B0400060300000;QUE BELEZA;TOTH BRONDI REZENDE;BRASIL
B0400060400000;CAVIAR;TOTH BRONDI REZENDE;BRASIL
B0400060500000;AMOR PERFEITO;TOTH BRONDI REZENDE;BRASIL
B0400060700000;BENTO CEGO;GERALDO PIOLI;BRASIL
B0400060800000;VOLTE SEMPRE, ABBAS!;LEON CHADAREVIAN;BRASIL
B0400060800000;VOLTE SEMPRE, ABBAS!;RENATA BOTURAO DE ALMEIDA;BRASIL
B0400061300000;ALDEIA;GERALDO PIOLI;BRASIL
B0400061400000;ANO 1;JOAO TEIXEIRA DE CARVALHO NETTO;Não Informado
B0400061500000;BOLO;JOSE ROBERTO TORERO FERNANDES JUNIOR;BRASIL
B0400061600000;CLANDESTINOS;PATRICIA MORAN FERNANDES;BRASIL
B0400061700000;DIÁRIO DE BORDO;DARCY BURGER JUNIOR;BRASIL
B0400061800000;AS TRANÇAS DE MARIA;ESPÓLIO DE PEDRO CARLOS ROVAI;BRASIL
B0400061900000;ENTRE SEM BATER, AS DUAS VIDAS DO BARÃO DE ITARARÉ;EMILIO HUCS GALLO;BRASIL
B0400062100000;PRESTES - A ÚLTIMA COLUNA;EMILIO HUCS GALLO;BRASIL
B0400062200000;SE É PARA DIZER ADEUS;ANA HELENA NOGUEIRA RIBEIRO GOMES;BRASIL
B0400062300000;SALA DE NOTÍCIAS;LUCIA MARIA ARAUJO;BRASIL
B0400062400000;CINE PAIXÃO;VERA LUCIA SENISE CONCILIO;Não Informado
B0400062600000;COMO É QUE SE ESCREVE?;MÁRCIO MOTOKANE;Não Informado
B0400062700000;SE SEGURA MALANDRO;HUGO CARVANA DE HOLLANDA;BRASIL
B0400062800000;RAÍZES DO BRASIL, UMA CINEBIOGRAFIA DE SÉRGIO BUARQUE DE HOLANDA 2;NELSON PEREIRA DOS SANTOS;Não Informado
B0400063000000;NOITE DE SÃO JOÃO;SERGIO JOSE DA SILVA;BRASIL
B0400063100000;BOA NOTÍCIA;MILOCA NAGLE;Não Informado
B0400063200000;JOVEM DA TORRE, A;SILEN SILVA ALVES DE CASTRO;BRASIL
B0400063300000;BREVÍSSIMA HISTÓRIA DAS GENTES DE SANTOS;ANDRE KLOTZEL;BRASIL
B0400063400000;CAPITALISMO SELVAGEM;ANDRE KLOTZEL;BRASIL
B0400063500000;NATUREZAS MORTAS;ADALBERTO PENNA;BRASIL
B0400063700000;VIDA DE ARTISTA;HAROLDO MARINHO BARBOSA;BRASIL
B0400063800000;OVELHA NEGRA, UMA DESPEDIDA DE SOLTEIRO;HAROLDO MARINHO BARBOSA;BRASIL
B0400064000000;TIRADENTES;OSWALDO CALDEIRA CORRE DA SILVA;BRASIL
B0400064100000;GAIJIN CAMINHOS DA LIBERDADE;TIZUKA YAMASAKI;BRASIL
B0400064200000;A CAUSA SECRETA;SERGIO LUIS BIANCHI;BRASIL
B0400064300000;CINZA & VERMELHO;MARIA CRISTINA TONETTO;BRASIL
B0400064400000;MORRENDO PARA A FAMA;LISIANE RODRIGUES MORESCO;BRASIL
B0400064600000;ANO NOVO;MARCOS FABIO KATUDJIAN;BRASIL
B0400064700000;LIVRE;MARCIA DE GUSMAO PARAISO CAVALCANTI;BRASIL
B0400064700000;LIVRE;RALF CABRAL TAMBKE;BRASIL
B0400064800000;CLANDESTINIDADE;RODRIGO GUERON;Não Informado
B0400064900000;750 - CIDADE DE DEUS;RODRIGO GUERON;Não Informado
B0400065000000;DEUS EX-MACHINA;CARLOS GERBASE;BRASIL
B0400065100000;GETULIO VARGAS-TRABALHADORES DO BRASIL;ANA CAROLINA TEIXEIRA SOARES;BRASIL
B0400065300000;HOMEM CÉLEBRE, O;MIGUEL DE FARIA JUNIOR;BRASIL
B0400065400000;A QUEDA;NELSON AGOSTINI XAVIER;BRASIL
B0400065400000;A QUEDA;RUY ALEXANDRE GUERRA COELHO PEREIRA;MOÇAMBIQUE
B0400065500000;TERCEIRA MORTE DE JOAQUIM BOLÍVAR, A;FLAVIO CANDIDO DA SILVA;BRASIL
B0400065600000;EM BUSCA DOS DINOSSAUROS;JOAO CARLOS MARIZ NOGUEIRA;BRASIL
B0400065600000;EM BUSCA DOS DINOSSAUROS;LEONARDO JASMIN EDDE;Não Informado
B0400065600000;EM BUSCA DOS DINOSSAUROS;MAURIZIO D ATRI;BRASIL
B0400065700000;RAINHA DE PAPEL;ESTEVAN A. SILVEIRA;Não Informado
B0400065800000;CARTAS AO VENTO;MÁRCIO MOTOKANE;Não Informado
B0400066000000;EU MORO AQUI;MÁRCIO MOTOKANE;Não Informado
B0400066100000;A JANELA ABERTA;PHILIPPE BARCINSKI;BRASIL
B0400066200000;SUSPIROS REPUBLICANOS AO CRÉPUSCULO DE UM IMPÉRIO TROPICAL;JOSE LAVIGNE DE LEMOS FILHO;BRASIL
B0400066200000;SUSPIROS REPUBLICANOS AO CRÉPUSCULO DE UM IMPÉRIO TROPICAL;ROSANE SVARTMAN;BRASIL
B0400066300000;CONTRA TODOS;ROBERTO MOREIRA;BRASIL
B0400066500000;VIDA E SANGUE DO POLACO;SYLVIO CARLOS BACK;BRASIL
B0400066600000;RÁDIO AURIVERDE (A FEB NA ITÁLIA);SYLVIO CARLOS BACK;BRASIL
B0400066700000;REVOLUÇÃO DE 30;SYLVIO CARLOS BACK;BRASIL
B0400066800000;AUTO-RETRATO DE BAKUN, O;SYLVIO CARLOS BACK;BRASIL
B0400067000000;LANCE MAIOR;SYLVIO CARLOS BACK;BRASIL
B0400067100000;ALELUIA GRETCHEN;SYLVIO CARLOS BACK;BRASIL
B0400067200000;A BABEL DA LUZ;SYLVIO CARLOS BACK;BRASIL
B0400067300000;PRO SEU GOVERNO;MÁRCIO MOTOKANE;Não Informado
B0400067400000;CURITIBA, UMA EXPERIÊNCIA EM PLANEJAMENTO URBANO;SYLVIO CARLOS BACK;BRASIL
B0400067700000;ACESSO LIBERADO;MÁRCIO MOTOKANE;Não Informado
B0400067900000;GUERRA DO BRASIL;SYLVIO CARLOS BACK;BRASIL
B0400068000000;SETE QUEDAS;SYLVIO CARLOS BACK;BRASIL
B0400068100000;CONTA MAIS;MÁRCIO MOTOKANE;Não Informado
B0400068200000;UMA IDÉIA NA CABEÇA;MÁRCIO MOTOKANE;Não Informado
B0400068300000;DO QUE ME ORGULHO NO BRASIL;MÁRCIO MOTOKANE;Não Informado
B0400068400000;PULSAR;MÁRCIO MOTOKANE;Não Informado
B0400068600000;POR DENTRO DO CENSO;MÁRCIO MOTOKANE;Não Informado
B0400068900000;ALMOÇO EXECUTIVO;JORGE LUIS DO ESPIRITO SANTO;BRASIL
B0400068900000;ALMOÇO EXECUTIVO;MARINA IZAURA JEHA PERSON;BRASIL
B0400069000000;LABIRINTO DE PEDRA;JOSE SETTE DE BARROS FILHO;BRASIL
B0400069100000;TECA NA TV;LÚCIA ARAÚJO;Não Informado
B0400069200000;QUANDO EU CRESCER...;MÁRCIO MOTOKANE;Não Informado
B0400069300000;CLASSE ROCEIRA, A;BERENICE MENDES;Não Informado
B0400069400000;MEMORIA DE DAVID;BERENICE MENDES;Não Informado
B0400069500000;REPÚBLICA GUARANI;SYLVIO CARLOS BACK;BRASIL
B0400069600000;ARAUCÁRIA: MEMÓRIA DA EXTINÇÃO, A;SYLVIO CARLOS BACK;BRASIL
B0400069700000;CENTRO DO RIO;HAROLDO MARINHO BARBOSA;BRASIL
B0400069800000;ONDE QUER QUE VOCÊ ESTEJA;MARIA ISABEL DE FARIA BECHARA;BRASIL
B0400069800000;ONDE QUER QUE VOCÊ ESTEJA;SANDRO MATTOS SERPA;BRASIL
B0400070000000;EU E ELA;RENATA BALDI;Não Informado
B0400070200000;É PRECISO PERDOAR;CRISTIANA GRUMBACH BRONZ;Não Informado
B0400070300000;MOMENTOS;CRISTIANA GRUMBACH BRONZ;Não Informado
B0400070500000;GUERRA DOS PELADOS, A;SYLVIO CARLOS BACK;BRASIL
B0400070900000;ASSALTO AO TREM PAGADOR, O;ROBERTO FIGUEIRA DE FARIAS;BRASIL
B0400071100000;COM LICENÇA EU VOU A LUTA;LUIS MARIO CHICHARO DE FARIAS;BRASIL
B0400071300000;AÇÃO E DISPERSÃO;CEZAR AVILA MIGLIORIN;BRASIL
B0400071500000;SE LIGA! - DENGUE;ANGELA CALIXTO;Não Informado
B0400071600000;DO JEITO QUE EU FALO;MÁRCIO MOTOKANE;Não Informado
B0400071700000;SÃO PAULO, MEU.;MÁRCIO MOTOKANE;Não Informado
B0400071800000;PISA LIGEIRO;BRUNO PACHECO DE OLIVEIRA;BRASIL
B0400071900000;GALERIA DA IMAGINAÇÃO - SÉRIE LIVROS;FLÁVIA LIMA;Não Informado
B0400072000000;DIA DOS NAMORADOS;FLÁVIA LIMA;Não Informado
B0400072100000;ADIVINHA ESSA...;FLÁVIA LIMA;Não Informado
B0400072200000;NA ESCOLA NUMA BOA;FLÁVIA LIMA;Não Informado
B0400072300000;VELHOS HERÓIS;LISSANDRO STALLIVIERI;BRASIL
B0400072500000;DEUS LHE PEGUE;MARIA LETICIA GONCALVES DE OLIVEIRA;BRASIL
B0400072700000;SONHO DE DOM BOSCO, O;MARIA LETICIA GONCALVES DE OLIVEIRA;BRASIL
B0400072800000;1° DE ABRIL BRASIL;MARIA LETICIA GONCALVES DE OLIVEIRA;BRASIL
B0400072900000;ÁGUA MORRO ACIMA;MARIA LETICIA GONCALVES DE OLIVEIRA;BRASIL
B0400073000000;ESCALA DO HOMEM, A;SYLVIO CARLOS BACK;BRASIL
B0400073100000;UM BRASIL DIEFRENTE?;SYLVIO CARLOS BACK;BRASIL
B0400073200000;YNDIO DO BRASIL;SYLVIO CARLOS BACK;BRASIL
B0400073400000;ZWEIG: A MORTE EM CENA;SYLVIO CARLOS BACK;BRASIL
B0400073500000;ANINHA VAI À PRAIA;FLÁVIA LIMA;Não Informado
B0400073600000;TEATRO GUAÍRA;SYLVIO CARLOS BACK;BRASIL
B0400073700000;FAZENDO RENDA;MARCIO LUIS MOTOKANE;BRASIL
B0400073799999;FAZENDO RENDA;MARCIO LUIZ MOTOKANE;Não Informado
B0400074000000;UM CRIME NOBRE;WALTER LIMA JUNIOR;BRASIL
B0400074200000;CULTURA EM AÇÃO: RESGATANDO A FORMAÇÃO ÉTNICA DO VALE;MAICO ADRIANO ECKERT;Não Informado
B0400074300000;CINE MAMBEMBE, O CINEMA DESCOBRE O BRASIL;LAIS BODANZKY;BRASIL
B0400074300000;CINE MAMBEMBE, O CINEMA DESCOBRE O BRASIL;LUIZ ROBERTO BOLOGNESI;BRASIL
B0400074800000;ÁGUA É VIDA;NELSI CAPPELLARI;Não Informado
B0400074900000;MUTIRÃO, PARA SUPERAR A MISÉRIA E A FOME;OSMAR KOXNE;Não Informado
B0400075000000;REDES, CONVERSANDO COM CHICO WITHAKER;NELSA BORDEGHINI;Não Informado
B0400075100000;TUDO ME FALA DE DEUS 2;NELSI CAPPELLARI;Não Informado
B0400075200000;SÉRIE SACRAMENTOS - 2 BATISMO;OSMAR KOXNE;Não Informado
B0400075300000;SÉRIE SACRAMENTOS - 4 CONFIRMAÇÃO;OSMAR KOXNE;Não Informado
B0400075400000;SÉRIE SACRAMENTOS - 3 EUCARISTIA;OSMAR KOXNE;Não Informado
B0400075500000;SÉRIE SACRAMENTOS - 1 INTRODUÇÃO GERAL;OSMAR KOXNE;Não Informado
B0400075600000;SÉRIE SACRAMENTOS - 8 MATRIMÔNIO;OSMAR KOXNE;Não Informado
B0400075700000;SÉRIE SACRAMENTOS - 7 ORDEM;OSMAR KOXNE;Não Informado
B0400075800000;SÉRIE SACRAMENTOS - 5 RECONCILIAÇÃO;OSMAR KOXNE;Não Informado
B0400075900000;SÉRIE SACRAMENTOS - 6 UNÇÃO DOS ENFERMOS;OSMAR KOXNE;Não Informado
B0400076000000;PAULINHO DA VIOLA - MEU TEMPO É HOJE;IZABEL JAGUARIBE DE MATTOS;BRASIL
B0400076100000;DROGAS NUNCA MAIS;DIRCEU JOSE APARECIDO DE OLIVEIRA;Não Informado
B0400076200000;KMARADINHAS 1;NELSA BORDEGHINI;Não Informado
B0400076500000;QUIZ MUSICAL;CRISTIANA BITTENCOURT SOUTO JORGE;BRASIL
B0400076600000;HOMEM NU, O;HUGO CARVANA DE HOLLANDA;BRASIL
B0400079200000;4X4 TRAINING;FELIPE AUGUSTO ALONSO;BRASIL
B0400079400000;ALIMENTE-SE BEM POR R$1,00;MÁRCIO MOTOKANE;Não Informado
B0400079500000;TERRA EM TRANSE;GLAUBER ROCHA;Não Informado
B0400079700000;DEUS E O DIABO NA TERRA DO SOL;GLAUBER ROCHA;Não Informado
B0400080000000;INTOLERÂNCIA;PAULA FABIANA DA SILVA;BRASIL
B0400080100000;CANA AMARGA;PAULA FABIANA DA SILVA;BRASIL
B0400080200000;PLANFOR, QUALIFICANDO O BRASIL;CRISTIANA GRUMBACH BRONZ;Não Informado
B0400080300000;UM BRANCO SÚBITO;RICARDO MEHEDFF;BRASIL
B0400080400000;PARIS E RUBIS;ANALISA CERVO DA LUZ;BRASIL
B0400080600000;ABISMO DE ESPUMAS;RONALDO GERMAN;BRASIL
B0400080700000;TEMPOS PÓS-MODERNOS;RONALDO GERMAN;BRASIL
B0400080900000;INFINITAMENTE MAIO;MARCOS JOEL JORGE;BRASIL
B0400081000000;ATELIÊ DE LUZIA - ARTE RUPESTRE NO BRASIL, O;MARCOS JOEL JORGE;BRASIL
B0400081100000;"CAZUZA ""O TEMPO NÃO PARA""";SANDRA WERNECK TAVARES DE SOUZA;BRASIL
B0400081100000;"CAZUZA ""O TEMPO NÃO PARA""";WALTER CARVALHO E SILVA;BRASIL
B0400081500000;AMÉRIKA;OCTAVIO JOSE NOGUEIRA BEZERRA CAVALCANTI;BRASIL
B0400081600000;MEMÓRIA VIVA, A TRAJETÓRIA DE DE ALOÍSIO MAGALHÃES;OCTAVIO JOSE NOGUEIRA BEZERRA CAVALCANTI;BRASIL
B0400081700000;DO QUE SE TRATA?;MARCIO LUIS MOTOKANE;BRASIL
B0400081800000;EU VEJO ASSIM;MARCIO LUIS MOTOKANE;BRASIL
B0400082000000;FIAT LUX;GORDEEFF & CLÁUDIO ROBERTO;Não Informado
B0400082200000;PROBLEMAS DE VIAGEM;GORDEEFF & CLÁUDIO ROBERTO;Não Informado
B0400082300000;3º TOMATE, O;CLÁUDIO ROBERTO;Não Informado
B0400082400000;A HISTÓRIA DA CALCINHA;GORDEEFF;Não Informado
B0400082500000;RELACIONAMENTOS;GORDEEFF;Não Informado
B0400082700000;HQS DO BRASIL;MARCIO LUIS MOTOKANE;BRASIL
B0400082800000;DO MESTRE, COM CARINHO;MARCIO LUIS MOTOKANE;BRASIL
B0400083000000;ALUMBRAMENTOS;LAINE LUIZA MILAN;BRASIL
B0400083100000;VIDAS SÊCAS;NELSON PEREIRA DOS SANTOS;Não Informado
B0400083300000;DICA QUE VALE;DARCY BURGER JUNIOR;BRASIL
B0400083400000;RECORTES DO BRASIL;DARCY BURGER JUNIOR;BRASIL
B0400083600000;UNINVERSO;MARCOS HENRIQUE GARCIA DE BRITO;BRASIL
B0400083800000;PATROLA;JOICE FERREIRA BRUHN;BRASIL
B0400083900000;ROTA DE COLISÃO;ROBERVAL DUARTE DE ARAUJO;BRASIL
B0400084100000;IDADE DA TERRA;GLAUBER ROCHA;Não Informado
B0400084200000;DRAGÃO DA MALDADE CONTRA O SANTO GUERREIRO;GLAUBER ROCHA;Não Informado
B0400084400000;BARRAVENTO;GLAUBER ROCHA;Não Informado
B0400084500000;QUANDO CHEGA A PRIMAVERA;ANTONIO ERNESTO MARTINS;BRASIL
B0400084500000;QUANDO CHEGA A PRIMAVERA;ARMANDO PRACA MENDES;BRASIL
B0400084600000;NEVASCA TROPICAL;BRUNO CALDAS VIANNA;Não Informado
B0400084700000;UM HOMEM SEM IMPORTANCIA;ALBERTO SALVA CONTEL;BRASIL
B0400084800000;QUATRO CHAVES MAGICAS, AS;ALBERTO SALVA CONTEL;BRASIL
B0400084900000;INQUIETAÇÕES DE UMA MULHER CASADA;ALBERTO SALVA CONTEL;BRASIL
B0400085000000;MENINA DO LADO, A;ALBERTO SALVA CONTEL;BRASIL
B0400085200000;TODO DIA TODO;FLAVIO COUTINHO DE SENNA FREDERICO;BRASIL
B0400085300000;UMAS PALAVRAS;ADOLFO OSVALDO ORICO ROSENTHAL;BRASIL
B0400085500000;JUSTIÇA;MARIA AUGUSTA FREIRE DE CARVALHO RAMOS;BRASIL
B0400085600000;FIM DE ANO À BRASILEIRA TEM QUE TER...;MARCIO LUIS MOTOKANE;BRASIL
B0400085700000;BRAVA GENTE BRASILEIRA;ADRIANA ARAUJO BORGES;Não Informado
B0400085800000;ESPELHO D´ÁGUA - UMA VIAGEM NO RIO SÃO FRANCISCO;MARCUS VINICIUS CEZAR;BRASIL
B0400086000000;MAUÁ - O IMPERADOR E O REI;SERGIO PEREZ DE REZENDE;BRASIL
B0400086300000;COMO É QUE SE ESCREVE?;MARCIO LUIS MOTOKANE;BRASIL
B0400086400000;COMO É QUE SE ESCREVE?;MARCIO LUIS MOTOKANE;BRASIL
B0400086500000;COMO É QUE SE ESCREVE?;MARCIO LUIS MOTOKANE;BRASIL
B0400086600000;TRANSUBSTANCIAL;TORQUATO JOEL;Não Informado
B0400086800000;CANTA ZONA SUL NA PRAIA;PAULO CESAR CAVALCANTE MOREIRA JUNIOR;BRASIL
B0400087000000;DICIONÁRIO ECOLÓGICO;MARCIO LUIS MOTOKANE;BRASIL
B0400087100000;PARA FAZER UM SONETO;MARCIO LUIS MOTOKANE;BRASIL
B0400087200000;NATAL!FAMÍLIA!AÇÃO;MARCIO LUIS MOTOKANE;BRASIL
B0400087300000;HORA DE MUDAR;MARCIO LUIS MOTOKANE;BRASIL
B0400087400000;TECA NA TV;JOAO ALVES DOS REIS JUNIOR;Não Informado
B0400087600000;VIVA LEGAL 2004;LUCIA ARAUJO;Não Informado
B0400087700000;EXPRESSO PARA AANHANGABA;ANTONIO FERREIRA DE SOUSA FILHO;BRASIL
B0400087800000;SOM DA MATA;MARCIO LUIS MOTOKANE;BRASIL
