NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;QUANTIDADE_ASSENTOS;NOME_COMPLEXO;REGISTRO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_ENDERECO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CODIGO_MUNICPIO_IBGE;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;GRUPO_EXIBIDOR
MOBI CINE AÇAILÂNDIA SALA 02;5005930;14.717.191/0001-11;EM FUNCIONAMENTO;138;MOBI CINE AÇAILÂNDIA;38237;;AV SANTA LUZIA ;1442;;CENTRO;AÇAILÂNDIA;2100055;MA;NÃO;COMERCIAL;C A V LEMOS E CIA LTDA - ME;38236;14.717.191/0001-11;REGULAR;MOBICINE
MOBI CINE AÇAILÂNDIA SALA 03;5005931;14.717.191/0001-11;EM FUNCIONAMENTO;126;MOBI CINE AÇAILÂNDIA;38237;;AV SANTA LUZIA ;1442;;CENTRO;AÇAILÂNDIA;2100055;MA;NÃO;COMERCIAL;C A V LEMOS E CIA LTDA - ME;38236;14.717.191/0001-11;REGULAR;MOBICINE
MOBI CINE PARAGOMINAS - SALA 01;5004955;20.334.881/0001-94;FECHADO TEMPORARIAMENTE;96;MOBI CINE PARAGOMINAS;28563;;PRAÇA CÉLIO MIRANDA;0;SALA 31;CENTRO;PARAGOMINAS;1505502;PA;NÃO;COMERCIAL;C A VIEIRA LEMOS E CIA LTDA;28561;20.334.881/0001-94;REGULAR;MOBICINE
MOBI CINE PARAGOMINAS - SALA 02;5004956;20.334.881/0001-94;FECHADO TEMPORARIAMENTE;94;MOBI CINE PARAGOMINAS;28563;;PRAÇA CÉLIO MIRANDA;0;SALA 31;CENTRO;PARAGOMINAS;1505502;PA;NÃO;COMERCIAL;C A VIEIRA LEMOS E CIA LTDA;28561;20.334.881/0001-94;REGULAR;MOBICINE
MOBI CINE REDENÇÃO SALA 1;5005956;20.334.881/0003-56;EM FUNCIONAMENTO;112;MOBI CINE REDENÇÃO;38513;www.grupomocine.com.br;RUA FREI GIL DE VILA NOVA ;0;L 13 QUADRA 33 ;NUCLEO URBANO ;REDENÇÃO;1506138;PA;NÃO;COMERCIAL;C A VIEIRA LEMOS E CIA LTDA;28561;20.334.881/0001-94;REGULAR;MOBICINE
MOBI CINE REDENÇÃO SALA 2;5005957;20.334.881/0003-56;EM FUNCIONAMENTO;111;MOBI CINE REDENÇÃO;38513;www.grupomocine.com.br;RUA FREI GIL DE VILA NOVA ;0;L 13 QUADRA 33 ;NUCLEO URBANO ;REDENÇÃO;1506138;PA;NÃO;COMERCIAL;C A VIEIRA LEMOS E CIA LTDA;28561;20.334.881/0001-94;REGULAR;MOBICINE
MOBI CINE REDENÇÃO SALA 3;5005958;20.334.881/0003-56;EM FUNCIONAMENTO;99;MOBI CINE REDENÇÃO;38513;www.grupomocine.com.br;RUA FREI GIL DE VILA NOVA ;0;L 13 QUADRA 33 ;NUCLEO URBANO ;REDENÇÃO;1506138;PA;NÃO;COMERCIAL;C A VIEIRA LEMOS E CIA LTDA;28561;20.334.881/0001-94;REGULAR;MOBICINE
MOBI CINE TUCURUÍ - SALA 1;5005379;20.334.881/0002-75;EM FUNCIONAMENTO;114;MOBI CINE TUCURUÍ;31594;www.grupomobicine.com.br;RUA LAURO SODRÉ;675;SALAS 20 E 49;SÃO JOSÉ;TUCURUÍ;1508100;PA;NÃO;COMERCIAL;C A VIEIRA LEMOS E CIA LTDA;28561;20.334.881/0001-94;REGULAR;MOBICINE
MOBI CINE TUCURUÍ - SALA 2;5005380;20.334.881/0002-75;EM FUNCIONAMENTO;107;MOBI CINE TUCURUÍ;31594;www.grupomobicine.com.br;RUA LAURO SODRÉ;675;SALAS 20 E 49;SÃO JOSÉ;TUCURUÍ;1508100;PA;NÃO;COMERCIAL;C A VIEIRA LEMOS E CIA LTDA;28561;20.334.881/0001-94;REGULAR;MOBICINE
MOBI CINE TUCURUÍ - SALA 3;5005381;20.334.881/0002-75;EM FUNCIONAMENTO;127;MOBI CINE TUCURUÍ;31594;www.grupomobicine.com.br;RUA LAURO SODRÉ;675;SALAS 20 E 49;SÃO JOSÉ;TUCURUÍ;1508100;PA;NÃO;COMERCIAL;C A VIEIRA LEMOS E CIA LTDA;28561;20.334.881/0001-94;REGULAR;MOBICINE
CINE CASARÃO;5005898;09.104.162/0001-44;EM FUNCIONAMENTO;30;CINE CASARÃO;37902;http://casaraodeideias.com.br/;RUA BARROSO ;279;;CENTRO;MANAUS;1302603;AM;NÃO;COMERCIAL;C TEATRAL DE IDÉIAS LTDA;37886;09.104.162/0001-44;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
MOBI CINE ARAGUAINA SALA 01;5002920;08.913.231/0001-06;EM FUNCIONAMENTO;134;MOBI CINE ARAGUAÍNA;17629;;AV. M NEBLINA;0;LT.01-C BL.D ;LOTEAMENTO ALASKA;ARAGUAÍNA;1702109;TO;NÃO;COMERCIAL;C.A.V. LEMOS;17628;08.913.231/0001-06;REGULAR;MOBICINE
MOBI CINE ARAGUAINA SALA 02;5002921;08.913.231/0001-06;EM FUNCIONAMENTO;121;MOBI CINE ARAGUAÍNA;17629;;AV. M NEBLINA;0;LT.01-C BL.D ;LOTEAMENTO ALASKA;ARAGUAÍNA;1702109;TO;NÃO;COMERCIAL;C.A.V. LEMOS;17628;08.913.231/0001-06;REGULAR;MOBICINE
MOBI CINE ARAGUAINA SALA 03;5005779;08.913.231/0001-06;EM FUNCIONAMENTO;128;MOBI CINE ARAGUAÍNA;17629;;AV. M NEBLINA;0;LT.01-C BL.D ;LOTEAMENTO ALASKA;ARAGUAÍNA;1702109;TO;NÃO;COMERCIAL;C.A.V. LEMOS;17628;08.913.231/0001-06;REGULAR;MOBICINE
MOBI CINE ARAGUAINA SALA 04;5006303;08.913.231/0001-06;FECHADO TEMPORARIAMENTE;40;MOBI CINE ARAGUAÍNA;17629;;AV. M NEBLINA;0;LT.01-C BL.D ;LOTEAMENTO ALASKA;ARAGUAÍNA;1702109;TO;NÃO;COMERCIAL;C.A.V. LEMOS;17628;08.913.231/0001-06;REGULAR;MOBICINE
MOBI CINE GURUPI SALA 01;5005698;08.913.231/0002-89;EM FUNCIONAMENTO;145;MOBI CINE GURUPI;34401;WWW.GRUPOMOBICINE.COM.BR;AV MARANHÃO ;2335;QUADRAA L 2 E 3;SETOR CENTRAL ;GURUPI;1709500;TO;NÃO;COMERCIAL;C.A.V. LEMOS;17628;08.913.231/0001-06;REGULAR;MOBICINE
MOBI CINE GURUPI SALA 02;5005699;08.913.231/0002-89;EM FUNCIONAMENTO;125;MOBI CINE GURUPI;34401;WWW.GRUPOMOBICINE.COM.BR;AV MARANHÃO ;2335;QUADRAA L 2 E 3;SETOR CENTRAL ;GURUPI;1709500;TO;NÃO;COMERCIAL;C.A.V. LEMOS;17628;08.913.231/0001-06;REGULAR;MOBICINE
MOBI CINE GURUPI SALA 03;5005700;08.913.231/0002-89;EM FUNCIONAMENTO;103;MOBI CINE GURUPI;34401;WWW.GRUPOMOBICINE.COM.BR;AV MARANHÃO ;2335;QUADRAA L 2 E 3;SETOR CENTRAL ;GURUPI;1709500;TO;NÃO;COMERCIAL;C.A.V. LEMOS;17628;08.913.231/0001-06;REGULAR;MOBICINE
CABÍRIA CINE-CAFÉ;5002338;10.332.265/0001-40;EM FUNCIONAMENTO;18;CABÍRIA BAR E RESTAURANTE LTDA;14525;;SCLN 413 BLOCO E LOJA 69;;COMERCIAL;ASA NORTE;BRASÍLIA;5300108;DF;NÃO;NÃO COMERCIAL;CABÍRIA BAR E RESTAURANTE LTDA;14524;10.332.265/0001-40;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
ORIENT CINEPLACE CARIRI GARDEN SHOPPING SALA 01;5004906;19.805.153/0001-34;FECHADO TEMPORARIAMENTE;219;ORIENT CINEPLACE CARIRI GARDEN SHOPPING;27981;www.orientcinemas.com.br;Av Padre Cicero;2555;lj 301 - 2º and;Triangulo;JUAZEIRO DO NORTE;2307304;CE;NÃO;COMERCIAL;CARIRI PLEXCINE LTDA;27979;19.805.153/0001-34;REGULAR;ORIENT
ORIENT CINEPLACE CARIRI GARDEN SHOPPING SALA 02;5004907;19.805.153/0001-34;FECHADO TEMPORARIAMENTE;448;ORIENT CINEPLACE CARIRI GARDEN SHOPPING;27981;www.orientcinemas.com.br;Av Padre Cicero;2555;lj 301 - 2º and;Triangulo;JUAZEIRO DO NORTE;2307304;CE;NÃO;COMERCIAL;CARIRI PLEXCINE LTDA;27979;19.805.153/0001-34;REGULAR;ORIENT
ORIENT CINEPLACE CARIRI GARDEN SHOPPING SALA 03;5004908;19.805.153/0001-34;FECHADO TEMPORARIAMENTE;140;ORIENT CINEPLACE CARIRI GARDEN SHOPPING;27981;www.orientcinemas.com.br;Av Padre Cicero;2555;lj 301 - 2º and;Triangulo;JUAZEIRO DO NORTE;2307304;CE;NÃO;COMERCIAL;CARIRI PLEXCINE LTDA;27979;19.805.153/0001-34;REGULAR;ORIENT
ORIENT CINEPLACE CARIRI GARDEN SHOPPING SALA 04;5004909;19.805.153/0001-34;FECHADO TEMPORARIAMENTE;117;ORIENT CINEPLACE CARIRI GARDEN SHOPPING;27981;www.orientcinemas.com.br;Av Padre Cicero;2555;lj 301 - 2º and;Triangulo;JUAZEIRO DO NORTE;2307304;CE;NÃO;COMERCIAL;CARIRI PLEXCINE LTDA;27979;19.805.153/0001-34;REGULAR;ORIENT
ORIENT CINEPLACE CARIRI GARDEN SHOPPING SALA 05;5004910;19.805.153/0001-34;FECHADO TEMPORARIAMENTE;113;ORIENT CINEPLACE CARIRI GARDEN SHOPPING;27981;www.orientcinemas.com.br;Av Padre Cicero;2555;lj 301 - 2º and;Triangulo;JUAZEIRO DO NORTE;2307304;CE;NÃO;COMERCIAL;CARIRI PLEXCINE LTDA;27979;19.805.153/0001-34;REGULAR;ORIENT
ORIENT CINEPLACE CARIRI GARDEN SHOPPING SALA 06;5004911;19.805.153/0001-34;FECHADO TEMPORARIAMENTE;195;ORIENT CINEPLACE CARIRI GARDEN SHOPPING;27981;www.orientcinemas.com.br;Av Padre Cicero;2555;lj 301 - 2º and;Triangulo;JUAZEIRO DO NORTE;2307304;CE;NÃO;COMERCIAL;CARIRI PLEXCINE LTDA;27979;19.805.153/0001-34;REGULAR;ORIENT
CINE RITZ 1;5003164;10.763.360/0001-07;FECHADO TEMPORARIAMENTE;95;CINE CONCEIÇÃO;19579;;RUA GOVERNADOR FLORENTINO AVIDOS;80;GALERIA CENTER NORTE CONCEIÇÃO;CONCEIÇÃO;LINHARES;3203205;ES;NÃO;COMERCIAL;CEC - CENTRO DE ENTRETENIMENTO CONCEIÇÃO LTDA;19578;10.763.360/0001-07;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE RITZ 2;5003162;10.763.360/0001-07;FECHADO TEMPORARIAMENTE;153;CINE CONCEIÇÃO;19579;;RUA GOVERNADOR FLORENTINO AVIDOS;80;GALERIA CENTER NORTE CONCEIÇÃO;CONCEIÇÃO;LINHARES;3203205;ES;NÃO;COMERCIAL;CEC - CENTRO DE ENTRETENIMENTO CONCEIÇÃO LTDA;19578;10.763.360/0001-07;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE RITZ 3;5003163;10.763.360/0001-07;FECHADO TEMPORARIAMENTE;153;CINE CONCEIÇÃO;19579;;RUA GOVERNADOR FLORENTINO AVIDOS;80;GALERIA CENTER NORTE CONCEIÇÃO;CONCEIÇÃO;LINHARES;3203205;ES;NÃO;COMERCIAL;CEC - CENTRO DE ENTRETENIMENTO CONCEIÇÃO LTDA;19578;10.763.360/0001-07;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CENTER CINE;5002337;10.311.428/0001-09;EM FUNCIONAMENTO;108;CINE PRAÇA 15 DE NOVEMBRO;14490;;PRAÇA 15 DE NOVEMBRO ;15;PREDIO DAS LOJAS FLAP CENTER - 402;CENTRO;OLIVEIRA;3145604;MG;NÃO;COMERCIAL;CENTER CINE E EVENTOS LTDA;14489;10.311.428/0001-09;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE PLAZA SALA 01;5002751;03.202.826/0001-21;FECHADO TEMPORARIAMENTE;160;CINE PLAZA;16470;;PRAÇA DA REPUBLICA;256;;CENTRO;ITUMBIARA;5211503;GO;NÃO;COMERCIAL;CENTER PLAZA LTDA;16469;03.202.826/0001-21;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE PLAZA SALA 02;5002750;03.202.826/0001-21;FECHADO TEMPORARIAMENTE;150;CINE PLAZA;16470;;PRAÇA DA REPUBLICA;256;;CENTRO;ITUMBIARA;5211503;GO;NÃO;COMERCIAL;CENTER PLAZA LTDA;16469;03.202.826/0001-21;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE PLAZA SALA 03;5002752;03.202.826/0001-21;FECHADO TEMPORARIAMENTE;204;CINE PLAZA;16470;;PRAÇA DA REPUBLICA;256;;CENTRO;ITUMBIARA;5211503;GO;NÃO;COMERCIAL;CENTER PLAZA LTDA;16469;03.202.826/0001-21;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA DE CINEMA - EDUARDO COUTINHO;5002399;05.478.372/0001-41;EM FUNCIONAMENTO;55;CENTRO CULTURAL DERCY GONÇALVES;14779;;RUA RETIRO DOS ARTISTAS 571;;;PECHINCHA - JACAREPAGUÁ;RIO DE JANEIRO;3304557;RJ;NÃO;NÃO COMERCIAL;CENTRO CULTURAL DERCY GONÇALVES;14778;05.478.372/0001-41;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE VITÓRIA;5003655;06.036.728/0001-50;FECHADO TEMPORARIAMENTE;130;CINE VITÓRIA;23328;www.cinevitoria.com.br;Rua Laranjeiras;307;;Centro;ARACAJU;2800308;SE;NÃO;COMERCIAL;CENTRO DE ESTUDOS CASA CURTA-SE;12323;06.036.728/0001-50;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE VITÓRIA DRIVE-IN MUSEU DA GENTE;5006624;06.036.728/0001-50;EM FUNCIONAMENTO;26;CINE VITÓRIA;23328;www.cinevitoria.com.br;Rua Laranjeiras;307;;Centro;ARACAJU;2800308;SE;NÃO;COMERCIAL;CENTRO DE ESTUDOS CASA CURTA-SE;12323;06.036.728/0001-50;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CIC - CENTRO INTEGRADO DE CULTURA;5002502;00.823.045/0001-66;EM FUNCIONAMENTO;400;CENTRO INTEGRADO DE CULTURA;15230;;RUA SETE , Nº 995;;;CENTRO;SANTA FÉ DO SUL;3546603;SP;NÃO;NÃO COMERCIAL;CENTRO INTEGRADO DE CULTURA;15155;00.823.045/0001-66;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE PLAY PANORÂMICO 1;5006435;33.214.625/0001-05;EM FUNCIONAMENTO;135;CINEPLAY PANORAMICO;44322;magazineluabranca@gmail.com;ROD.RAPOSO TAVARES KM99;00;;VILA ARTURA;SOROCABA;3552205;SP;NÃO;COMERCIAL;CIA DE CINEMA BRASIL;44321;33.214.625/0001-05;REGULAR;CINEPLAY
CINE PLAY PANORÂMICO 2;5006434;33.214.625/0001-05;EM FUNCIONAMENTO;135;CINEPLAY PANORAMICO;44322;magazineluabranca@gmail.com;ROD.RAPOSO TAVARES KM99;00;;VILA ARTURA;SOROCABA;3552205;SP;NÃO;COMERCIAL;CIA DE CINEMA BRASIL;44321;33.214.625/0001-05;REGULAR;CINEPLAY
CINE PLAY PANORÂMICO 3;5006433;33.214.625/0001-05;EM FUNCIONAMENTO;135;CINEPLAY PANORAMICO;44322;magazineluabranca@gmail.com;ROD.RAPOSO TAVARES KM99;00;;VILA ARTURA;SOROCABA;3552205;SP;NÃO;COMERCIAL;CIA DE CINEMA BRASIL;44321;33.214.625/0001-05;REGULAR;CINEPLAY
CINE PLAY PANORÂMICO 4;5006432;33.214.625/0001-05;FECHADO TEMPORARIAMENTE;275;CINEPLAY PANORAMICO;44322;magazineluabranca@gmail.com;ROD.RAPOSO TAVARES KM99;00;;VILA ARTURA;SOROCABA;3552205;SP;NÃO;COMERCIAL;CIA DE CINEMA BRASIL;44321;33.214.625/0001-05;REGULAR;CINEPLAY
CINE PLAY PANORÂMICO 5;5006431;33.214.625/0001-05;FECHADO TEMPORARIAMENTE;260;CINEPLAY PANORAMICO;44322;magazineluabranca@gmail.com;ROD.RAPOSO TAVARES KM99;00;;VILA ARTURA;SOROCABA;3552205;SP;NÃO;COMERCIAL;CIA DE CINEMA BRASIL;44321;33.214.625/0001-05;REGULAR;CINEPLAY
CINE PLAY PANORÂMICO 6;5006441;33.214.625/0001-05;EM FUNCIONAMENTO;275;CINEPLAY PANORAMICO;44322;magazineluabranca@gmail.com;ROD.RAPOSO TAVARES KM99;00;;VILA ARTURA;SOROCABA;3552205;SP;NÃO;COMERCIAL;CIA DE CINEMA BRASIL;44321;33.214.625/0001-05;REGULAR;CINEPLAY
CINE PLAY PANORÂMICO 7;5006442;33.214.625/0001-05;EM FUNCIONAMENTO;275;CINEPLAY PANORAMICO;44322;magazineluabranca@gmail.com;ROD.RAPOSO TAVARES KM99;00;;VILA ARTURA;SOROCABA;3552205;SP;NÃO;COMERCIAL;CIA DE CINEMA BRASIL;44321;33.214.625/0001-05;REGULAR;CINEPLAY
CINE PLAY PANORÂMICO 8;5006443;33.214.625/0001-05;EM FUNCIONAMENTO;275;CINEPLAY PANORAMICO;44322;magazineluabranca@gmail.com;ROD.RAPOSO TAVARES KM99;00;;VILA ARTURA;SOROCABA;3552205;SP;NÃO;COMERCIAL;CIA DE CINEMA BRASIL;44321;33.214.625/0001-05;REGULAR;CINEPLAY
CINE + ARTE SOMBRIO 01;5006484;35.505.937/0001-01;FECHADO TEMPORARIAMENTE;200;CINE + ARTE SOMBRIO;44715;;V LATERAL DA BR 101 FRANCISCO POSSAMAI;1473;SALA 41 A;JANUARIA;SOMBRIO;4217709;SC;NÃO;COMERCIAL;CINE + ARTE SOMBRIO LTDA;44714;35.505.937/0001-01;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE A BRAGANÇA PAULISTA SALA 1;5005504;41.861.923/0001-15;EM FUNCIONAMENTO;106;CINE A BRAGANÇA;32481;www.cinea.com.br;PÇ MAASTRICHT;100;SLS:06 07 09 10;RESIDENCIAL EUROVILLE;BRAGANÇA PAULISTA;3507605;SP;NÃO;COMERCIAL;CINE A BRAGANCA PAULISTA LTDA;3227;41.861.923/0001-15;REGULAR;CINE A
CINE A BRAGANÇA PAULISTA SALA 2;5005505;41.861.923/0001-15;EM FUNCIONAMENTO;80;CINE A BRAGANÇA;32481;www.cinea.com.br;PÇ MAASTRICHT;100;SLS:06 07 09 10;RESIDENCIAL EUROVILLE;BRAGANÇA PAULISTA;3507605;SP;NÃO;COMERCIAL;CINE A BRAGANCA PAULISTA LTDA;3227;41.861.923/0001-15;REGULAR;CINE A
CINE A BRAGANÇA PAULISTA SALA 3;5005506;41.861.923/0001-15;EM FUNCIONAMENTO;99;CINE A BRAGANÇA;32481;www.cinea.com.br;PÇ MAASTRICHT;100;SLS:06 07 09 10;RESIDENCIAL EUROVILLE;BRAGANÇA PAULISTA;3507605;SP;NÃO;COMERCIAL;CINE A BRAGANCA PAULISTA LTDA;3227;41.861.923/0001-15;REGULAR;CINE A
ALFENAS SALA 1;5006364;10.894.937/0013-45;EM FUNCIONAMENTO;179;CINE A ALFENAS;44017;www.cinea.com.br;RUA PRESIDNETE ARTHUR BERNARDES;609;;CENTRO;ALFENAS;3101607;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
ALFENAS SALA 2;5006365;10.894.937/0013-45;EM FUNCIONAMENTO;95;CINE A ALFENAS;44017;www.cinea.com.br;RUA PRESIDNETE ARTHUR BERNARDES;609;;CENTRO;ALFENAS;3101607;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
ALFENAS SALA 3;5006381;10.894.937/0013-45;EM FUNCIONAMENTO;130;CINE A ALFENAS;44017;www.cinea.com.br;RUA PRESIDNETE ARTHUR BERNARDES;609;;CENTRO;ALFENAS;3101607;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A ITAJUBA 01;5006204;10.894.937/0012-64;EM FUNCIONAMENTO;154;CINE A ITAJUBA;41725;www.cinea.com.br;Avenida Doutor Jerson Dias;401;;Estiva;ITAJUBÁ;3132404;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A ITAJUBA 02;5006205;10.894.937/0012-64;EM FUNCIONAMENTO;255;CINE A ITAJUBA;41725;www.cinea.com.br;Avenida Doutor Jerson Dias;401;;Estiva;ITAJUBÁ;3132404;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A ITAJUBA 03;5006206;10.894.937/0012-64;EM FUNCIONAMENTO;198;CINE A ITAJUBA;41725;www.cinea.com.br;Avenida Doutor Jerson Dias;401;;Estiva;ITAJUBÁ;3132404;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A ITAJUBA 04;5006207;10.894.937/0012-64;EM FUNCIONAMENTO;164;CINE A ITAJUBA;41725;www.cinea.com.br;Avenida Doutor Jerson Dias;401;;Estiva;ITAJUBÁ;3132404;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A LAVRAS SALA 01;5006026;10.894.937/0011-83;EM FUNCIONAMENTO;202;CINE A LAVRAS;39675;www.cinea.com.br;RUA DR ANTONIO GONCALVES DE FARIA;1540;LOJA 61 e 62;JD ELDORADO;LAVRAS;3138203;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A LAVRAS SALA 02;5006027;10.894.937/0011-83;EM FUNCIONAMENTO;236;CINE A LAVRAS;39675;www.cinea.com.br;RUA DR ANTONIO GONCALVES DE FARIA;1540;LOJA 61 e 62;JD ELDORADO;LAVRAS;3138203;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A MINEIROS 01;5006526;10.894.937/0016-98;EM FUNCIONAMENTO;60;CINE A MINEIROS;45032;;Av Ino Resende;1254;loja 01,02,03 ;Residencial Michelangelo, Quadra 1-A lote 1-A;MINEIROS;5213103;GO;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A MINEIROS 02;5006527;10.894.937/0016-98;EM FUNCIONAMENTO;80;CINE A MINEIROS;45032;;Av Ino Resende;1254;loja 01,02,03 ;Residencial Michelangelo, Quadra 1-A lote 1-A;MINEIROS;5213103;GO;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A MINEIROS 03;5006528;10.894.937/0016-98;EM FUNCIONAMENTO;60;CINE A MINEIROS;45032;;Av Ino Resende;1254;loja 01,02,03 ;Residencial Michelangelo, Quadra 1-A lote 1-A;MINEIROS;5213103;GO;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A PARAISO;5006028;10.894.937/0010-00;FECHADO TEMPORARIAMENTE;154;CINE A PARAISO;39676;www.cinea.com.br;RUA PADRE BENATTI;1200;;CENTRO;SÃO SEBASTIÃO DO PARAÍSO;3164704;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A POUSO ALEGRE - SALA 1;5006008;10.894.937/0008-88;EM FUNCIONAMENTO;226;CINE A POUSO ALEGRE;39367;www.cinea.com.br;RUA CEL OTAVIO MEYER;160;4 PISO;CENTRO;POUSO ALEGRE;3152501;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A POUSO ALEGRE - SALA 2;5006142;10.894.937/0008-88;EM FUNCIONAMENTO;49;CINE A POUSO ALEGRE;39367;www.cinea.com.br;RUA CEL OTAVIO MEYER;160;4 PISO;CENTRO;POUSO ALEGRE;3152501;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A POUSO ALEGRE - SALA 3;5006143;10.894.937/0008-88;EM FUNCIONAMENTO;36;CINE A POUSO ALEGRE;39367;www.cinea.com.br;RUA CEL OTAVIO MEYER;160;4 PISO;CENTRO;POUSO ALEGRE;3152501;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A RIO VERDE SALA 1;5006298;10.894.937/0014-26;EM FUNCIONAMENTO;140;CINE A RIO VERDE;43022;www.cinea.com.br;Av Presidente Getulio Vargas;1740;Loja 122;Jd Goias;RIO VERDE;5218805;GO;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A RIO VERDE SALA 2;5006299;10.894.937/0014-26;EM FUNCIONAMENTO;133;CINE A RIO VERDE;43022;www.cinea.com.br;Av Presidente Getulio Vargas;1740;Loja 122;Jd Goias;RIO VERDE;5218805;GO;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A RIO VERDE SALA 3;5006300;10.894.937/0014-26;EM FUNCIONAMENTO;177;CINE A RIO VERDE;43022;www.cinea.com.br;Av Presidente Getulio Vargas;1740;Loja 122;Jd Goias;RIO VERDE;5218805;GO;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A SAO JOAO DA BOA VISTA - SALA 01;5006009;10.894.937/0006-16;EM FUNCIONAMENTO;226;CINE A SAO JOAO DA BOA VISTA;39368;www.cinea.com.br;AV DONA GERTRUDES;202;;CENTRO;SÃO JOÃO DA BOA VISTA;3549102;SP;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A SAO JOAO DA BOA VISTA - SALA 02;5006010;10.894.937/0006-16;EM FUNCIONAMENTO;187;CINE A SAO JOAO DA BOA VISTA;39368;www.cinea.com.br;AV DONA GERTRUDES;202;;CENTRO;SÃO JOÃO DA BOA VISTA;3549102;SP;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A SAO LOURENCO - SALA 01;5006007;10.894.937/0007-05;EM FUNCIONAMENTO;162;CINE A SAO LOURENÇO;39366;www.cinea.com.br;AV COMENDADOR COSTA;289;;CENTRO;SÃO LOURENÇO;3163706;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE A SAO LOURENCO - SALA 02;5006513;10.894.937/0007-05;EM FUNCIONAMENTO;40;CINE A SAO LOURENÇO;39366;www.cinea.com.br;AV COMENDADOR COSTA;289;;CENTRO;SÃO LOURENÇO;3163706;MG;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
